name,url,replies,views,
V2.6 O-ring sizes?,https://forum.openrov.com/t/v2-6-o-ring-sizes/3891,2,580,"
             2016-02-10 10:37:43 UTC
           "
Epoxy didnêt flow,https://forum.openrov.com/t/epoxy-didnt-flow/3826,2,1.3k,"
             2016-01-26 03:49:24 UTC
           "
Germany Europe Sources,https://forum.openrov.com/t/germany-europe-sources/3670,21,4.9k,"
             2015-12-08 09:00:38 UTC
           "
The two motors reverse at the same dirction,https://forum.openrov.com/t/the-two-motors-reverse-at-the-same-dirction/3779,4,989,"
             2016-01-15 11:21:58 UTC
           "
Startup problem,https://forum.openrov.com/t/startup-problem/3754,1,1.1k,"
             2016-01-10 02:45:02 UTC
           "
[SOLVED] Updating Software via dashboard on OpenROV 2.7,https://forum.openrov.com/t/solved-updating-software-via-dashboard-on-openrov-2-7/3757,2,1.2k,"
             2016-01-10 13:56:58 UTC
           "
No connection to the ROV Top side interface Board middle light does not glow!,https://forum.openrov.com/t/no-connection-to-the-rov-top-side-interface-board-middle-light-does-not-glow/3745,2,1.2k,"
             2016-01-06 19:09:15 UTC
           "
Chargers trust fire europe,https://forum.openrov.com/t/chargers-trust-fire-europe/3730,3,792,"
             2016-01-01 13:40:53 UTC
           "
[SOLVED] Some questions on ordering Openrov2.8 kit(the unassembled one),https://forum.openrov.com/t/solved-some-questions-on-ordering-openrov2-8-kit-the-unassembled-one/3709,2,974,"
             2015-12-26 14:33:31 UTC
           "
[solved] Updating arduino firmware,https://forum.openrov.com/t/solved-updating-arduino-firmware/3577,6,2.6k,"
             2015-11-03 16:18:24 UTC
           "
Am I Missing Something in Assembly?,https://forum.openrov.com/t/am-i-missing-something-in-assembly/3619,7,1.5k,"
             2015-11-21 17:17:20 UTC
           "
New 2.7 build - canêt connect to beaglebone,https://forum.openrov.com/t/new-2-7-build-cant-connect-to-beaglebone/3139,20,5.2k,"
             2015-07-31 02:01:14 UTC
           "
Controlling OpenROV using Raspberry Pi 2,https://forum.openrov.com/t/controlling-openrov-using-raspberry-pi-2/3181,8,3.2k,"
             2015-08-11 18:10:47 UTC
           "
Uneven thrust from motors + unstable behaiour of ROV in general,https://forum.openrov.com/t/uneven-thrust-from-motors-unstable-behaiour-of-rov-in-general/3528,2,1.5k,"
             2015-10-23 00:29:29 UTC
           "
"My motors are uneven, any OpenROV engineers here?",https://forum.openrov.com/t/my-motors-are-uneven-any-openrov-engineers-here/3499,5,1.5k,"
             2015-10-17 12:56:13 UTC
           "
"First test in the field, miscellaneous issues",https://forum.openrov.com/t/first-test-in-the-field-miscellaneous-issues/3477,7,2.2k,"
             2015-10-11 21:19:01 UTC
           "
Using a Microsoft Surface tablet,https://forum.openrov.com/t/using-a-microsoft-surface-tablet/3484,1,868,"
             2015-10-13 10:16:55 UTC
           "
"Assembly question (v2.8 guide 3, step 24",https://forum.openrov.com/t/assembly-question-v2-8-guide-3-step-24/3487,2,787,"
             2015-10-14 17:52:34 UTC
           "
Battery specifications,https://forum.openrov.com/t/battery-specifications/3475,1,771,"
             2015-10-10 20:59:34 UTC
           "
"#2484 finished, one LED not working",https://forum.openrov.com/t/2484-finished-one-led-not-working/3459,5,995,"
             2015-10-06 22:40:16 UTC
           "
"OpenRov 2.8 auxiliary wires specs, adding external lights",https://forum.openrov.com/t/openrov-2-8-auxiliary-wires-specs-adding-external-lights/3315,8,3.1k,"
             2015-09-16 08:45:31 UTC
           "
Canêt close battery tubes on 2.7 build,https://forum.openrov.com/t/cant-close-battery-tubes-on-2-7-build/3462,5,898,"
             2015-10-07 00:41:43 UTC
           "
[SOLVED] LED lights on all the time,https://forum.openrov.com/t/solved-led-lights-on-all-the-time/3276,23,3.8k,"
             2015-09-08 01:39:09 UTC
           "
How install a plugin?,https://forum.openrov.com/t/how-install-a-plugin/3412,8,1.4k,"
             2015-09-28 16:58:29 UTC
           "
[SOLVED] Download CAD files,https://forum.openrov.com/t/solved-download-cad-files/3396,9,1.5k,"
             2015-09-25 11:39:51 UTC
           "
Comments & feedback after first dive,https://forum.openrov.com/t/comments-feedback-after-first-dive/3402,3,954,"
             2015-09-26 07:40:36 UTC
           "
[SOLVED] Battery Tube Adapters for Li-FePO4 Batteries,https://forum.openrov.com/t/solved-battery-tube-adapters-for-li-fepo4-batteries/3400,3,864,"
             2015-09-26 01:51:17 UTC
           "
Constant resetting of ESCs,https://forum.openrov.com/t/constant-resetting-of-escs/3381,7,998,"
             2015-09-24 00:50:44 UTC
           "
[solved] Removed plugin keep appearing cockpit unreachable,https://forum.openrov.com/t/solved-removed-plugin-keep-appearing-cockpit-unreachable/3394,1,704,"
             2015-09-25 09:14:35 UTC
           "
Problem with the lights,https://forum.openrov.com/t/problem-with-the-lights/3292,1,713,"
             2015-09-11 20:02:06 UTC
           "
Underwater Operation,https://forum.openrov.com/t/underwater-operation/3344,2,692,"
             2015-09-19 05:09:02 UTC
           "
Blinking Front illumination Leds trouble connecting to HUD,https://forum.openrov.com/t/blinking-front-illumination-leds-trouble-connecting-to-hud/3187,13,2.3k,"
             2015-08-12 20:34:41 UTC
           "
Cannot Update Through Command Line,https://forum.openrov.com/t/cannot-update-through-command-line/3260,2,969,"
             2015-09-02 17:31:00 UTC
           "
OpenROV 2.6 safety strap upgrade,https://forum.openrov.com/t/openrov-2-6-safety-strap-upgrade/2942,3,1.3k,"
             2015-06-13 10:46:56 UTC
           "
"Troubleshooting: Canêt connect to cockpit, hereês what Iêve tried so far",https://forum.openrov.com/t/troubleshooting-cant-connect-to-cockpit-heres-what-ive-tried-so-far/3219,7,1.5k,"
             2015-08-25 08:57:38 UTC
           "
[Solved] Need help with 2.6 ROV#1478,https://forum.openrov.com/t/solved-need-help-with-2-6-rov-1478/3191,8,1.9k,"
             2015-08-13 19:59:59 UTC
           "
Pressure testing shows slight pressure loss,https://forum.openrov.com/t/pressure-testing-shows-slight-pressure-loss/3225,4,1.0k,"
             2015-08-25 17:15:51 UTC
           "
openROV V 2.6 software,https://forum.openrov.com/t/openrov-v-2-6-software/3196,7,1.8k,"
             2015-08-16 16:49:51 UTC
           "
E-tube O-Ring Part Number,https://forum.openrov.com/t/e-tube-o-ring-part-number/3195,3,1.1k,"
             2015-08-15 16:14:14 UTC
           "
Corrupt root file system,https://forum.openrov.com/t/corrupt-root-file-system/3173,5,1.5k,"
             2015-08-09 09:46:33 UTC
           "
Upside Down Image (?),https://forum.openrov.com/t/upside-down-image/3169,1,944,"
             2015-08-07 20:50:48 UTC
           "
Video freezing that isnêt fixed by switching to SVGA,https://forum.openrov.com/t/video-freezing-that-isnt-fixed-by-switching-to-svga/3069,4,1.2k,"
             2015-07-15 00:12:11 UTC
           "
[SOLVED] Wireless Logitech 710 and wired Dual Action gamepads not working with OpenROV 2.7,https://forum.openrov.com/t/solved-wireless-logitech-710-and-wired-dual-action-gamepads-not-working-with-openrov-2-7/3103,5,1.4k,"
             2015-07-23 00:19:55 UTC
           "
Troubleshooting Help Needed,https://forum.openrov.com/t/troubleshooting-help-needed/3112,3,707,"
             2015-07-26 08:30:46 UTC
           "
One motor chattering - after first leak test,https://forum.openrov.com/t/one-motor-chattering-after-first-leak-test/3108,2,909,"
             2015-07-24 15:16:22 UTC
           "
First Dive test troubleshooting,https://forum.openrov.com/t/first-dive-test-troubleshooting/3068,1,719,"
             2015-07-14 18:04:57 UTC
           "
Help!Äonly one set of LEDS working,https://forum.openrov.com/t/help-only-one-set-of-leds-working/3040,3,909,"
             2015-07-08 07:15:48 UTC
           "
Calibrate ESCs when replacing motors?,https://forum.openrov.com/t/calibrate-escs-when-replacing-motors/3045,1,709,"
             2015-07-09 12:31:54 UTC
           "
HomePlug connection stopped working (again),https://forum.openrov.com/t/homeplug-connection-stopped-working-again/3029,10,2.2k,"
             2015-07-06 15:44:58 UTC
           "
[SOLVED] Software update –There was a problem loading the branches!”,https://forum.openrov.com/t/solved-software-update-there-was-a-problem-loading-the-branches/3022,3,1.1k,"
             2015-07-04 17:23:53 UTC
           "
Battery icon and percentage in cockpit,https://forum.openrov.com/t/battery-icon-and-percentage-in-cockpit/3024,1,817,"
             2015-07-04 17:39:28 UTC
           "
[SOLVED] Laser cut drawings for the v 2.7,https://forum.openrov.com/t/solved-laser-cut-drawings-for-the-v-2-7/3005,2,1.3k,"
             2015-06-30 13:16:18 UTC
           "
Game controler start up,https://forum.openrov.com/t/game-controler-start-up/2994,8,1.2k,"
             2015-06-26 19:47:24 UTC
           "
"New Build first time, Fustrations",https://forum.openrov.com/t/new-build-first-time-fustrations/2992,3,902,"
             2015-06-25 19:14:45 UTC
           "
Problem powering the ROV,https://forum.openrov.com/t/problem-powering-the-rov/2687,9,1.5k,"
             2015-04-07 00:29:25 UTC
           "
Water in E-Tube,https://forum.openrov.com/t/water-in-e-tube/2968,7,1.1k,"
             2015-06-18 22:53:11 UTC
           "
"Cannot Control ROV in Cockpit (i.e. lasers, motors, etc.)",https://forum.openrov.com/t/cannot-control-rov-in-cockpit-i-e-lasers-motors-etc/2950,15,1.7k,"
             2015-06-15 22:59:56 UTC
           "
Short circuited light board,https://forum.openrov.com/t/short-circuited-light-board/2920,4,1.1k,"
             2015-06-08 02:45:24 UTC
           "
[solved] Canêt connectÄ.need help!,https://forum.openrov.com/t/solved-cant-connect-need-help/2887,5,1.3k,"
             2015-05-29 13:21:59 UTC
           "
Troubleshooting my 2.6/2.7,https://forum.openrov.com/t/troubleshooting-my-2-6-2-7/2713,4,1.3k,"
             2015-04-13 07:44:01 UTC
           "
Unable to Connect to OpenROV v2.6 (Connection Timed Out),https://forum.openrov.com/t/unable-to-connect-to-openrov-v2-6-connection-timed-out/2781,1,971,"
             2015-05-01 17:48:44 UTC
           "
BBB not powering up after shutdown?,https://forum.openrov.com/t/bbb-not-powering-up-after-shutdown/2867,1,623,"
             2015-05-23 00:08:03 UTC
           "
Thrusters only rotate in one direction,https://forum.openrov.com/t/thrusters-only-rotate-in-one-direction/2694,4,1.5k,"
             2015-04-08 08:56:49 UTC
           "
Lost communication,https://forum.openrov.com/t/lost-communication/2834,1,621,"
             2015-05-16 16:18:56 UTC
           "
Missing piece from my 2.6 kit,https://forum.openrov.com/t/missing-piece-from-my-2-6-kit/2835,2,717,"
             2015-05-16 17:36:32 UTC
           "
"Can I take OpenROV in water, if I do not spray –WD-40 specialist water resistant silicone” into motor",https://forum.openrov.com/t/can-i-take-openrov-in-water-if-i-do-not-spray-wd-40-specialist-water-resistant-silicone-into-motor/2827,2,1.4k,"
             2015-05-15 09:09:13 UTC
           "
How to upgrade v2.5 ROV?,https://forum.openrov.com/t/how-to-upgrade-v2-5-rov/2802,1,639,"
             2015-05-07 16:40:12 UTC
           "
Alternative Batteries,https://forum.openrov.com/t/alternative-batteries/2817,3,805,"
             2015-05-12 16:29:30 UTC
           "
How much acrylic cement needed?,https://forum.openrov.com/t/how-much-acrylic-cement-needed/2793,3,1.1k,"
             2015-05-05 13:36:46 UTC
           "
Homeplug not working anymore with teather,https://forum.openrov.com/t/homeplug-not-working-anymore-with-teather/2764,1,873,"
             2015-04-27 17:27:10 UTC
           "
[solved] Battery holder broken,https://forum.openrov.com/t/solved-battery-holder-broken/2571,7,1.1k,"
             2015-03-18 17:19:28 UTC
           "
First Dive and some issues,https://forum.openrov.com/t/first-dive-and-some-issues/2733,1,743,"
             2015-04-15 15:45:28 UTC
           "
[solved] My OpenROV v2.7 not booting up,https://forum.openrov.com/t/solved-my-openrov-v2-7-not-booting-up/2683,5,1.2k,"
             2015-04-06 01:49:52 UTC
           "
Alternative to using straps for Battery Tubes,https://forum.openrov.com/t/alternative-to-using-straps-for-battery-tubes/2117,22,4.2k,"
             2015-01-22 01:19:09 UTC
           "
Distance Sensing and Control Scripts,https://forum.openrov.com/t/distance-sensing-and-control-scripts/2662,1,1.1k,"
             2015-03-31 17:35:24 UTC
           "
Why does the rov run in circles,https://forum.openrov.com/t/why-does-the-rov-run-in-circles/2627,13,1.9k,"
             2015-03-26 09:12:42 UTC
           "
[solved] Beaglebone novice help,https://forum.openrov.com/t/solved-beaglebone-novice-help/2643,3,936,"
             2015-03-28 10:57:58 UTC
           "
Battery EndCape issue,https://forum.openrov.com/t/battery-endcape-issue/2635,1,738,"
             2015-03-27 10:19:05 UTC
           "
Reinstalling BBB software on a v2.7 ROV,https://forum.openrov.com/t/reinstalling-bbb-software-on-a-v2-7-rov/2542,3,656,"
             2015-03-14 12:45:11 UTC
           "
OpenROV BBB system,https://forum.openrov.com/t/openrov-bbb-system/2616,2,1.3k,"
             2015-03-25 07:18:36 UTC
           "
[solved[ Open ROV Board with beagle bone programmer not responding?,https://forum.openrov.com/t/solved-open-rov-board-with-beagle-bone-programmer-not-responding/2608,5,1.4k,"
             2015-03-23 19:19:26 UTC
           "
[solved] Sometimes only Port motor operates,https://forum.openrov.com/t/solved-sometimes-only-port-motor-operates/2603,6,1.3k,"
             2015-03-22 19:21:25 UTC
           "
Control plug lights not lit,https://forum.openrov.com/t/control-plug-lights-not-lit/2589,1,788,"
             2015-03-20 19:50:08 UTC
           "
"[solved] Endcap does not have complete coverage with cement between layers, is that a problem?",https://forum.openrov.com/t/solved-endcap-does-not-have-complete-coverage-with-cement-between-layers-is-that-a-problem/2582,4,1.1k,"
             2015-03-19 22:51:09 UTC
           "
Errors with the MPU9150 Depth Sensor,https://forum.openrov.com/t/errors-with-the-mpu9150-depth-sensor/2558,1,775,"
             2015-03-16 09:25:29 UTC
           "
"[solved] Electronics Tube, Popping Open",https://forum.openrov.com/t/solved-electronics-tube-popping-open/2520,10,1.4k,"
             2015-03-10 05:06:40 UTC
           "
[solved] Camera wonêt come on when powered through controller board,https://forum.openrov.com/t/solved-camera-wont-come-on-when-powered-through-controller-board/2551,4,983,"
             2015-02-28 18:11:30 UTC
           "
[solved] Electronics: Controller not powering BBB or Comm board,https://forum.openrov.com/t/solved-electronics-controller-not-powering-bbb-or-comm-board/1225,22,2.8k,"
             2014-10-03 15:31:23 UTC
           "
Motors not reversing,https://forum.openrov.com/t/motors-not-reversing/2546,1,746,"
             2015-03-15 05:00:25 UTC
           "
Issue with dive lights kicking off,https://forum.openrov.com/t/issue-with-dive-lights-kicking-off/2527,15,1.5k,"
             2015-03-11 16:54:08 UTC
           "
Thruster/ESC issues,https://forum.openrov.com/t/thruster-esc-issues/2503,11,2.2k,"
             2015-03-06 17:44:25 UTC
           "
Dev kit without ECSês,https://forum.openrov.com/t/dev-kit-without-ecss/2512,3,1.2k,"
             2015-03-09 01:18:06 UTC
           "
[solved] No lights on topside adapter,https://forum.openrov.com/t/solved-no-lights-on-topside-adapter/2381,6,963,"
             2015-02-27 18:37:48 UTC
           "
[solved] Problem with uploading new arduino software,https://forum.openrov.com/t/solved-problem-with-uploading-new-arduino-software/2437,7,1.3k,"
             2015-03-02 22:15:25 UTC
           "
Connecting a hydrophone,https://forum.openrov.com/t/connecting-a-hydrophone/2475,0,750,"
             2015-03-04 08:49:12 UTC
           "
Update BeagleBone from 2.5 to 2.5.1,https://forum.openrov.com/t/update-beaglebone-from-2-5-to-2-5-1/2417,1,759,"
             2015-03-01 17:47:33 UTC
           "
[solved] Trouble connecting to cockpit after software update,https://forum.openrov.com/t/solved-trouble-connecting-to-cockpit-after-software-update/2270,9,2.1k,"
             2015-02-15 19:01:35 UTC
           "
[solved] Connecting to wrong OpenROV unit?,https://forum.openrov.com/t/solved-connecting-to-wrong-openrov-unit/2371,3,923,"
             2015-02-27 07:31:20 UTC
           "
Controller Board 2.6 using with Afro 12Amp ESC,https://forum.openrov.com/t/controller-board-2-6-using-with-afro-12amp-esc/2368,3,1.3k,"
             2015-02-26 23:30:10 UTC
           "
No power up through tether wires,https://forum.openrov.com/t/no-power-up-through-tether-wires/2359,2,837,"
             2015-02-25 22:32:46 UTC
           "
Open ROV 2.6v cockpit startup,https://forum.openrov.com/t/open-rov-2-6v-cockpit-startup/2136,19,2.1k,"
             2015-01-30 17:15:16 UTC
           "
Soldering the motor wires to the DB-25 wires,https://forum.openrov.com/t/soldering-the-motor-wires-to-the-db-25-wires/2338,1,916,"
             2015-02-23 21:59:38 UTC
           "
OpenRov 2.7+ PolyFuse,https://forum.openrov.com/t/openrov-2-7-polyfuse/2339,1,1.3k,"
             2015-02-23 22:43:41 UTC
           "
[solved] How do I control lasers and lights from the gamepad?,https://forum.openrov.com/t/solved-how-do-i-control-lasers-and-lights-from-the-gamepad/2337,3,985,"
             2015-02-23 19:25:45 UTC
           "
Telemetry Key and Acceptable and Warning Values,https://forum.openrov.com/t/telemetry-key-and-acceptable-and-warning-values/2331,0,742,"
             2015-02-23 00:52:37 UTC
           "
"[solved] Canêt connect to ROV, ssh works",https://forum.openrov.com/t/solved-cant-connect-to-rov-ssh-works/1319,3,1.1k,"
             2014-11-16 14:04:02 UTC
           "
Version 2.6 CAD files?,https://forum.openrov.com/t/version-2-6-cad-files/893,2,1.3k,"
             2014-04-05 15:54:08 UTC
           "
No Power Up after Initial Assemby - Video Link,https://forum.openrov.com/t/no-power-up-after-initial-assemby-video-link/2266,3,1.0k,"
             2015-02-14 20:26:50 UTC
           "
[solved] Power up troubleshooting,https://forum.openrov.com/t/solved-power-up-troubleshooting/2109,7,1.3k,"
             2015-01-18 18:10:48 UTC
           "
[solved] Starboard engine wont go forward,https://forum.openrov.com/t/solved-starboard-engine-wont-go-forward/2176,4,1.0k,"
             2015-02-04 19:39:38 UTC
           "
[solved] Controlling with gamepad,https://forum.openrov.com/t/solved-controlling-with-gamepad/2168,5,1.2k,"
             2015-02-03 16:08:48 UTC
           "
[Solved] Struggling with ESCs,https://forum.openrov.com/t/solved-struggling-with-escs/1386,18,2.1k,"
             2015-01-10 15:03:34 UTC
           "
[solved] Issues with motors on OpenROV-flash-2.5.1-39 but not OpenROV-2.5.1-108,https://forum.openrov.com/t/solved-issues-with-motors-on-openrov-flash-2-5-1-39-but-not-openrov-2-5-1-108/2119,2,634,"
             2015-01-23 01:09:15 UTC
           "
[solved] Trying to get in touch with support. v2.6 motors?,https://forum.openrov.com/t/solved-trying-to-get-in-touch-with-support-v2-6-motors/2114,2,512,"
             2015-01-20 15:02:00 UTC
           "
[solved] Missing Humidity Sensor (Sens1) [HIH5031] on my controller board Ver 2.6,https://forum.openrov.com/t/solved-missing-humidity-sensor-sens1-hih5031-on-my-controller-board-ver-2-6/1380,4,906,"
             2015-01-05 20:01:53 UTC
           "
Version 2.7 wire routing questions,https://forum.openrov.com/t/version-2-7-wire-routing-questions/1377,3,881,"
             2015-01-03 13:15:03 UTC
           "
"[solved] cannêt open the cockpit192.168.254.1:8080,How to do it?",https://forum.openrov.com/t/solved-cannt-open-the-cockpit192-168-254-1-8080-how-to-do-it/1362,10,5.5k,"
             2014-12-25 07:51:51 UTC
           "
[solved] 2.5.1 RC6 - motor config correction,https://forum.openrov.com/t/solved-2-5-1-rc6-motor-config-correction/1348,11,934,"
             2014-12-09 10:04:59 UTC
           "
OpenROV motors with different propulsion,https://forum.openrov.com/t/openrov-motors-with-different-propulsion/1217,10,1.3k,"
             2014-09-30 04:26:27 UTC
           "
[solved] ESC programming and calibration,https://forum.openrov.com/t/solved-esc-programming-and-calibration/1265,3,1.4k,"
             2014-10-24 23:13:28 UTC
           "
[solved] HomePlug power stopped working,https://forum.openrov.com/t/solved-homeplug-power-stopped-working/1264,3,1.1k,"
             2014-10-24 21:02:15 UTC
           "
[solved] No feedback from BB,https://forum.openrov.com/t/solved-no-feedback-from-bb/1274,4,553,"
             2014-10-27 20:32:14 UTC
           "
[solved] No response from servo or motors,https://forum.openrov.com/t/solved-no-response-from-servo-or-motors/1226,4,642,"
             2014-10-05 21:37:21 UTC
           "
Build your own OpenROV!,https://forum.openrov.com/t/build-your-own-openrov/2091,75,3.8k,"
             2011-10-10 06:54:40 UTC
           "
[solved] canêt get the motors to stop,https://forum.openrov.com/t/solved-cant-get-the-motors-to-stop/1164,6,648,"
             2014-08-21 08:24:15 UTC
           "
[Solved] Issues whist trying up update Cockpit on a New 2.6 unit,https://forum.openrov.com/t/solved-issues-whist-trying-up-update-cockpit-on-a-new-2-6-unit/1048,47,2.2k,"
             2014-06-12 10:14:46 UTC
           "
[Solved] Problem Uploading Firmware to Arduino,https://forum.openrov.com/t/solved-problem-uploading-firmware-to-arduino/1182,6,477,"
             2014-09-02 20:39:37 UTC
           "
ROV hangs and wonêt reconnect,https://forum.openrov.com/t/rov-hangs-and-wont-reconnect/1142,6,843,"
             2014-08-11 18:30:24 UTC
           "
"[solved] Camera only takes one photograph, no live video",https://forum.openrov.com/t/solved-camera-only-takes-one-photograph-no-live-video/1088,9,993,"
             2014-07-08 11:44:20 UTC
           "
"[solved] ROV work on land, but not in seawater",https://forum.openrov.com/t/solved-rov-work-on-land-but-not-in-seawater/815,43,2.7k,"
             2014-02-20 18:55:42 UTC
           "
Post your Building Tips for OROV 2.5 and 2.6 Here!,https://forum.openrov.com/t/post-your-building-tips-for-orov-2-5-and-2-6-here/818,24,3.0k,"
             2014-02-22 19:24:23 UTC
           "
[solved] Leaking Electronics Tube,https://forum.openrov.com/t/solved-leaking-electronics-tube/1051,7,999,"
             2014-06-15 19:51:03 UTC
           "
[solved] Communication problem,https://forum.openrov.com/t/solved-communication-problem/1017,3,845,"
             2014-05-23 06:12:04 UTC
           "
[solved] Connects to cockpit but no controls,https://forum.openrov.com/t/solved-connects-to-cockpit-but-no-controls/1014,11,545,"
             2014-05-21 06:26:13 UTC
           "
[SOLVED] Firmware update with OpenROV-2.5-05 image,https://forum.openrov.com/t/solved-firmware-update-with-openrov-2-5-05-image/845,4,700,"
             2014-03-06 12:16:36 UTC
           "
OpenROV v2.6 Kit,https://forum.openrov.com/t/openrov-v2-6-kit/1884,15,2.8k,"
             2014-01-21 19:36:35 UTC
           "
2.6 Build Questions,https://forum.openrov.com/t/2-6-build-questions/814,2,948,"
             2014-02-19 18:50:35 UTC
           "
Building blog OROV 2.6 - Armand,https://forum.openrov.com/t/building-blog-orov-2-6-armand/1898,9,1.8k,"
             2014-02-10 22:27:25 UTC
           "
YouTube sound on assembly of 2.6,https://forum.openrov.com/t/youtube-sound-on-assembly-of-2-6/801,1,670,"
             2014-02-11 07:56:44 UTC
           "
OpenROV-ROV-Suite 2.5.1 Final Errants,https://forum.openrov.com/t/openrov-rov-suite-2-5-1-final-errants/2530,2,1.8k,"
             2015-03-12 00:54:10 UTC
           "
Software Roadmap Index,https://forum.openrov.com/t/software-roadmap-index/2188,1,1.5k,"
             2015-02-05 07:19:48 UTC
           "
About the OpenROV Software category,https://forum.openrov.com/t/about-the-software-category/21,0,1.1k,"
             2015-01-30 16:26:21 UTC
           "
The flashing process never stop,https://forum.openrov.com/t/the-flashing-process-never-stop/7111,2,73,"
             2018-12-08 17:20:56 UTC
           "
Software Exploration - DDS and the Trident #3,https://forum.openrov.com/t/software-exploration-dds-and-the-trident-3/7119,0,34,"
             2018-12-10 03:59:35 UTC
           "
Software Exploration - DDS and the Trident #2,https://forum.openrov.com/t/software-exploration-dds-and-the-trident-2/6891,14,478,"
             2018-10-12 03:44:13 UTC
           "
Feature: API Documentation,https://forum.openrov.com/t/feature-api-documentation/2846,4,1.4k,"
             2015-05-19 22:40:06 UTC
           "
RTI Connext DDS,https://forum.openrov.com/t/rti-connext-dds/6577,2,270,"
             2018-07-24 00:37:14 UTC
           "
Software Exploration - DDS and the Trident #1,https://forum.openrov.com/t/software-exploration-dds-and-the-trident-1/6867,3,194,"
             2018-10-08 01:28:00 UTC
           "
3d mapping software from monocular images,https://forum.openrov.com/t/3d-mapping-software-from-monocular-images/6130,2,328,"
             2018-02-03 10:26:54 UTC
           "
Using OpenRov software with the raspberry Pi,https://forum.openrov.com/t/using-openrov-software-with-the-raspberry-pi/4074,35,4.4k,"
             2016-03-15 20:34:08 UTC
           "
New Release Candidate Image ready with 31.0.0 RC,https://forum.openrov.com/t/new-release-candidate-image-ready-with-31-0-0-rc/4992,82,7.3k,"
             2016-11-14 20:14:08 UTC
           "
Help - Telemetry Data from V2.x/Trident,https://forum.openrov.com/t/help-telemetry-data-from-v2-x-trident/6441,0,177,"
             2018-05-31 23:29:23 UTC
           "
API document and software Architecture of kit 2.8,https://forum.openrov.com/t/api-document-and-software-architecture-of-kit-2-8/6416,0,290,"
             2018-05-24 05:09:01 UTC
           "
Add sensor by SoftwareSerial,https://forum.openrov.com/t/add-sensor-by-softwareserial/5578,8,730,"
             2017-05-25 14:17:09 UTC
           "
How do I disable a plugin?,https://forum.openrov.com/t/how-do-i-disable-a-plugin/6204,0,247,"
             2018-03-02 06:17:57 UTC
           "
Having trouble getting started with Raspberry Pi openROV,https://forum.openrov.com/t/having-trouble-getting-started-with-raspberry-pi-openrov/5441,14,1.7k,"
             2017-04-03 18:26:14 UTC
           "
Error compiling: i2c.cc fatal error!,https://forum.openrov.com/t/error-compiling-i2c-cc-fatal-error/5669,3,1.1k,"
             2017-06-27 15:49:46 UTC
           "
Saving video stream to sd card in Beaglebone?,https://forum.openrov.com/t/saving-video-stream-to-sd-card-in-beaglebone/1060,14,3.3k,"
             2014-06-23 00:54:47 UTC
           "
Programming the OpenROV Cockpit,https://forum.openrov.com/t/programming-the-openrov-cockpit/2981,6,2.3k,"
             2015-06-23 17:56:12 UTC
           "
Oculus Rift for Tele-Presence?,https://forum.openrov.com/t/oculus-rift-for-tele-presence/471,14,2.5k,"
             2013-06-19 02:45:04 UTC
           "
Multiple Camera Support in OpenROV,https://forum.openrov.com/t/multiple-camera-support-in-openrov/5915,5,701,"
             2017-10-25 15:40:17 UTC
           "
Add new sensor with its arduino code,https://forum.openrov.com/t/add-new-sensor-with-its-arduino-code/5973,3,493,"
             2017-11-23 12:40:20 UTC
           "
Add a Funduino sensor on Bord -Code,https://forum.openrov.com/t/add-a-funduino-sensor-on-bord-code/5981,0,298,"
             2017-11-28 20:12:22 UTC
           "
Early tests of streaming audio from the ROV,https://forum.openrov.com/t/early-tests-of-streaming-audio-from-the-rov/1328,14,1.3k,"
             2014-11-21 05:03:05 UTC
           "
OpenROV Firmware (Arduino) Development Guide,https://forum.openrov.com/t/openrov-firmware-arduino-development-guide/3759,3,5.3k,"
             2016-01-11 23:27:44 UTC
           "
How to redefine or add on some features on the GUI at openrov-cockpit?,https://forum.openrov.com/t/how-to-redefine-or-add-on-some-features-on-the-gui-at-openrov-cockpit/5929,0,345,"
             2017-10-30 06:49:58 UTC
           "
Using ROV with tablet,https://forum.openrov.com/t/using-rov-with-tablet/5567,1,582,"
             2017-05-21 08:40:53 UTC
           "
Mjpeg-Server in RaspPi cockpit:where is mjpeg-serverês •output_ws.soê file?,https://forum.openrov.com/t/mjpeg-server-in-rasppi-cockpit-where-is-mjpeg-servers-output-ws-so-file/5531,1,831,"
             2017-05-04 17:48:57 UTC
           "
Raspberry PI as a complete OpenROV,https://forum.openrov.com/t/raspberry-pi-as-a-complete-openrov/5741,2,1.4k,"
             2017-08-02 01:11:51 UTC
           "
Gamepad ipega 9023,https://forum.openrov.com/t/gamepad-ipega-9023/5605,3,744,"
             2017-06-08 09:13:53 UTC
           "
Adding new plugin/Ros Plugin,https://forum.openrov.com/t/adding-new-plugin-ros-plugin/5702,1,443,"
             2017-07-10 18:13:24 UTC
           "
Servo control simultaneously,https://forum.openrov.com/t/servo-control-simultaneously/5540,0,453,"
             2017-05-10 08:07:08 UTC
           "
How to deploy cockpit to different platform?(except rasp and bb),https://forum.openrov.com/t/how-to-deploy-cockpit-to-different-platform-except-rasp-and-bb/5527,0,439,"
             2017-05-02 07:28:42 UTC
           "
Help installing open_rov on beale bone blue,https://forum.openrov.com/t/help-installing-open-rov-on-beale-bone-blue/5511,0,442,"
             2017-04-23 22:28:56 UTC
           "
