name,url,,,
Calibrating ESC Issue,https://forum.openrov.com/t/calibrating-esc-issue/651,1,236,"
             2013-11-26 23:35:18 UTC
           "
Batteries!?!?!?,https://forum.openrov.com/t/batteries/647,3,386,"
             2013-11-26 14:38:01 UTC
           "
(V2.5) Servo working on D11 - Guide shows D9,https://forum.openrov.com/t/v2-5-servo-working-on-d11-guide-shows-d9/646,2,184,"
             2013-11-24 19:44:31 UTC
           "
Problem with beaglebone,https://forum.openrov.com/t/problem-with-beaglebone/639,3,351,"
             2013-11-21 10:41:43 UTC
           "
Thruster Testing Stand,https://forum.openrov.com/t/thruster-testing-stand/362,11,1.7k,"
             2013-03-18 19:30:30 UTC
           "
DB-25 connector and wiring (V2.5),https://forum.openrov.com/t/db-25-connector-and-wiring-v2-5/644,2,400,"
             2013-11-22 23:56:14 UTC
           "
Mounting Graupner Props,https://forum.openrov.com/t/mounting-graupner-props/638,2,263,"
             2013-11-21 01:33:49 UTC
           "
Few Questions for New Build,https://forum.openrov.com/t/few-questions-for-new-build/590,14,605,"
             2013-10-19 05:18:06 UTC
           "
Sketchup and SolidWorks imports/exports,https://forum.openrov.com/t/sketchup-and-solidworks-imports-exports/633,4,788,"
             2013-11-18 18:25:56 UTC
           "
Solidworks Files for OpenROV 2.5,https://forum.openrov.com/t/solidworks-files-for-openrov-2-5/622,16,975,"
             2013-11-08 13:27:25 UTC
           "
Plumbers Plug End Cap,https://forum.openrov.com/t/plumbers-plug-end-cap/636,0,306,"
             2013-11-20 14:18:02 UTC
           "
Rings around rear thrusters,https://forum.openrov.com/t/rings-around-rear-thrusters/634,0,164,"
             2013-11-19 22:23:06 UTC
           "
Cracks in acrilyc parts,https://forum.openrov.com/t/cracks-in-acrilyc-parts/610,2,287,"
             2013-11-02 17:26:54 UTC
           "
Bilge Pump and Ducted Fan Propeller Combo,https://forum.openrov.com/t/bilge-pump-and-ducted-fan-propeller-combo/24,7,2.6k,"
             2011-02-19 22:35:31 UTC
           "
Interesting Link to home built thrusters,https://forum.openrov.com/t/interesting-link-to-home-built-thrusters/616,5,856,"
             2013-11-05 16:26:11 UTC
           "
Motor Connections,https://forum.openrov.com/t/motor-connections/627,2,324,"
             2013-11-11 18:12:44 UTC
           "
Propeller RPM,https://forum.openrov.com/t/propeller-rpm/623,6,1.4k,"
             2013-11-08 17:10:27 UTC
           "
When will the 2.5 board be available as a stand alone item,https://forum.openrov.com/t/when-will-the-2-5-board-be-available-as-a-stand-alone-item/624,2,277,"
             2013-11-10 00:31:22 UTC
           "
Revised aluminium end caps,https://forum.openrov.com/t/revised-aluminium-end-caps/599,5,348,"
             2013-10-27 17:36:40 UTC
           "
Some Questions,https://forum.openrov.com/t/some-questions/621,1,341,"
             2013-11-07 22:43:05 UTC
           "
Introducing myself,https://forum.openrov.com/t/introducing-myself/620,2,307,"
             2013-11-07 19:52:22 UTC
           "
Introduction,https://forum.openrov.com/t/introduction/618,0,279,"
             2013-11-07 15:38:47 UTC
           "
Nylon tube length,https://forum.openrov.com/t/nylon-tube-length/615,2,314,"
             2013-11-04 22:21:40 UTC
           "
What is the latest general use Ardino firmware baseline to upload from Cape webpage?,https://forum.openrov.com/t/what-is-the-latest-general-use-ardino-firmware-baseline-to-upload-from-cape-webpage/576,14,653,"
             2013-09-26 03:01:45 UTC
           "
Open ROV V2 . 5 Build Pictures,https://forum.openrov.com/t/open-rov-v2-5-build-pictures/607,6,423,"
             2013-11-01 17:32:45 UTC
           "
Reducing drag on v2.3,https://forum.openrov.com/t/reducing-drag-on-v2-3/604,6,626,"
             2013-10-30 00:00:33 UTC
           "
Problems Updating Audrino board,https://forum.openrov.com/t/problems-updating-audrino-board/605,0,168,"
             2013-11-01 01:11:53 UTC
           "
Sub Sea Positioning - GPS,https://forum.openrov.com/t/sub-sea-positioning-gps/566,4,236,"
             2013-09-14 21:00:30 UTC
           "
What guage of wire is needed for the motors,https://forum.openrov.com/t/what-guage-of-wire-is-needed-for-the-motors/314,3,318,"
             2013-02-17 10:46:47 UTC
           "
Restarting build on 236 and 237 ROV v2.3,https://forum.openrov.com/t/restarting-build-on-236-and-237-rov-v2-3/601,0,236,"
             2013-10-28 22:33:31 UTC
           "
Lost the wings/fins but got ears,https://forum.openrov.com/t/lost-the-wings-fins-but-got-ears/551,17,879,"
             2013-08-26 00:42:20 UTC
           "
Drive motor for underwater ROV,https://forum.openrov.com/t/drive-motor-for-underwater-rov/596,0,250,"
             2013-10-25 18:50:08 UTC
           "
ROV Expansion,https://forum.openrov.com/t/rov-expansion/588,7,611,"
             2013-10-16 21:44:35 UTC
           "
Instructions for terminating the wiring harness into the plug,https://forum.openrov.com/t/instructions-for-terminating-the-wiring-harness-into-the-plug/594,2,264,"
             2013-10-24 03:09:11 UTC
           "
Alternative drive thruster,https://forum.openrov.com/t/alternative-drive-thruster/589,4,456,"
             2013-10-18 07:45:22 UTC
           "
"How do your motor bearings hold up on your motors, mine get noisy after short usage",https://forum.openrov.com/t/how-do-your-motor-bearings-hold-up-on-your-motors-mine-get-noisy-after-short-usage/555,19,262,"
             2013-08-28 23:12:33 UTC
           "
ROV feasibility,https://forum.openrov.com/t/rov-feasibility/585,2,315,"
             2013-10-12 19:24:31 UTC
           "
2.5 cut files,https://forum.openrov.com/t/2-5-cut-files/584,0,177,"
             2013-10-09 14:57:30 UTC
           "
Thruster motor corrosion issues and prevention?,https://forum.openrov.com/t/thruster-motor-corrosion-issues-and-prevention/580,2,512,"
             2013-09-29 17:57:24 UTC
           "
Motors constantly running after boot up,https://forum.openrov.com/t/motors-constantly-running-after-boot-up/516,5,342,"
             2013-07-27 09:28:41 UTC
           "
Tether set up,https://forum.openrov.com/t/tether-set-up/578,6,326,"
             2013-09-28 00:27:12 UTC
           "
Propeller detachment and brownouts,https://forum.openrov.com/t/propeller-detachment-and-brownouts/508,11,506,"
             2013-07-22 23:43:40 UTC
           "
Adhesives from McMaster-Carr,https://forum.openrov.com/t/adhesives-from-mcmaster-carr/574,0,274,"
             2013-09-24 03:24:27 UTC
           "
Motor failure (bearings),https://forum.openrov.com/t/motor-failure-bearings/573,2,279,"
             2013-09-23 15:14:00 UTC
           "
Featherweight Magnetic SW on My #017,https://forum.openrov.com/t/featherweight-magnetic-sw-on-my-017/572,0,161,"
             2013-09-22 02:39:04 UTC
           "
Sub Sea Positionning - The top platform,https://forum.openrov.com/t/sub-sea-positionning-the-top-platform/569,3,397,"
             2013-09-16 07:07:46 UTC
           "
New drawings for 2.5,https://forum.openrov.com/t/new-drawings-for-2-5/571,1,260,"
             2013-09-18 17:47:15 UTC
           "
Help too two to in getting the BB to grab an IP address,https://forum.openrov.com/t/help-too-two-to-in-getting-the-bb-to-grab-an-ip-address/570,5,345,"
             2013-09-16 23:25:13 UTC
           "
Have a look to HydroView,https://forum.openrov.com/t/have-a-look-to-hydroview/564,3,311,"
             2013-09-08 20:06:54 UTC
           "
Props,https://forum.openrov.com/t/props/559,4,295,"
             2013-09-03 17:15:52 UTC
           "
Vacuum Testing,https://forum.openrov.com/t/vacuum-testing/562,1,411,"
             2013-09-04 19:32:45 UTC
           "
Version 2.5 - Available at/by Maker Faire NY?,https://forum.openrov.com/t/version-2-5-available-at-by-maker-faire-ny/561,1,239,"
             2013-09-04 14:49:45 UTC
           "
Photo capture location of files that you have been looking for:,https://forum.openrov.com/t/photo-capture-location-of-files-that-you-have-been-looking-for/556,0,245,"
             2013-08-29 23:46:06 UTC
           "
Battery holders,https://forum.openrov.com/t/battery-holders/548,4,412,"
             2013-08-24 14:02:13 UTC
           "
Cockpit Not Loading/Timing Out,https://forum.openrov.com/t/cockpit-not-loading-timing-out/552,2,253,"
             2013-08-26 16:47:00 UTC
           "
Speed,https://forum.openrov.com/t/speed/553,1,201,"
             2013-08-26 19:26:23 UTC
           "
How do you stick the graupner?,https://forum.openrov.com/t/how-do-you-stick-the-graupner/547,5,429,"
             2013-08-24 07:13:22 UTC
           "
Planes/fins,https://forum.openrov.com/t/planes-fins/540,3,351,"
             2013-08-20 18:11:47 UTC
           "
Curious Question (ESCês switched),https://forum.openrov.com/t/curious-question-escs-switched/550,0,161,"
             2013-08-25 21:40:33 UTC
           "
All motors rotate but can still control speed a little,https://forum.openrov.com/t/all-motors-rotate-but-can-still-control-speed-a-little/546,10,445,"
             2013-08-24 05:00:06 UTC
           "
To avoid liquid tape,https://forum.openrov.com/t/to-avoid-liquid-tape/549,0,455,"
             2013-08-24 14:14:18 UTC
           "
Question for Dave Murphy,https://forum.openrov.com/t/question-for-dave-murphy/544,7,403,"
             2013-08-22 16:15:05 UTC
           "
Pulled Solder Pad on Cape,https://forum.openrov.com/t/pulled-solder-pad-on-cape/538,5,206,"
             2013-08-19 19:21:43 UTC
           "
All 3 ESC Glow and canêt program them,https://forum.openrov.com/t/all-3-esc-glow-and-cant-program-them/542,4,203,"
             2013-08-20 23:10:22 UTC
           "
OpenROV #060 firstÄ water!,https://forum.openrov.com/t/openrov-060-first-water/541,2,349,"
             2013-08-20 18:50:23 UTC
           "
Cockpit crash,https://forum.openrov.com/t/cockpit-crash/534,5,413,"
             2013-08-17 15:45:01 UTC
           "
Switching ROV on and off by magnet,https://forum.openrov.com/t/switching-rov-on-and-off-by-magnet/315,12,1.8k,"
             2013-02-17 12:12:28 UTC
           "
LiPo Power Supply,https://forum.openrov.com/t/lipo-power-supply/523,8,756,"
             2013-08-05 14:49:49 UTC
           "
Wings (planes),https://forum.openrov.com/t/wings-planes/530,4,328,"
             2013-08-12 14:16:50 UTC
           "
Motor Mount,https://forum.openrov.com/t/motor-mount/533,1,404,"
             2013-08-14 15:24:52 UTC
           "
Torque roll,https://forum.openrov.com/t/torque-roll/531,3,592,"
             2013-08-13 12:50:58 UTC
           "
Need NEW Internal Electronics Board,https://forum.openrov.com/t/need-new-internal-electronics-board/502,3,285,"
             2013-07-15 21:55:54 UTC
           "
Potting Compounds?,https://forum.openrov.com/t/potting-compounds/291,12,1.3k,"
             2013-02-05 11:55:05 UTC
           "
Purpose of a few of the laser cut parts,https://forum.openrov.com/t/purpose-of-a-few-of-the-laser-cut-parts/397,7,344,"
             2013-04-22 01:45:38 UTC
           "
Gyro code,https://forum.openrov.com/t/gyro-code/524,2,251,"
             2013-08-05 15:21:06 UTC
           "
Fried Beaglebone Cape ? Broken Homeplugadaptor?,https://forum.openrov.com/t/fried-beaglebone-cape-broken-homeplugadaptor/518,2,366,"
             2013-07-29 21:43:40 UTC
           "
Battery pack design/build,https://forum.openrov.com/t/battery-pack-design-build/515,0,487,"
             2013-07-27 01:51:18 UTC
           "
Is my HomePlug adaptor fried?,https://forum.openrov.com/t/is-my-homeplug-adaptor-fried/499,13,1.1k,"
             2013-07-12 14:53:58 UTC
           "
OpenROV themed keychain trinkets,https://forum.openrov.com/t/openrov-themed-keychain-trinkets/506,0,299,"
             2013-07-20 20:35:34 UTC
           "
Looking for alternatives to teflon tape to loose end caps,https://forum.openrov.com/t/looking-for-alternatives-to-teflon-tape-to-loose-end-caps/372,10,860,"
             2013-03-31 19:37:18 UTC
           "
BeagleBone and HD-5000,https://forum.openrov.com/t/beaglebone-and-hd-5000/501,4,519,"
             2013-07-15 10:32:05 UTC
           "
Has anyone considered,https://forum.openrov.com/t/has-anyone-considered/500,1,239,"
             2013-07-15 06:02:11 UTC
           "
LED Panels from KIt,https://forum.openrov.com/t/led-panels-from-kit/488,3,409,"
             2013-07-04 15:18:54 UTC
           "
Ziphius Aquatic Drone,https://forum.openrov.com/t/ziphius-aquatic-drone/498,0,219,"
             2013-07-11 17:00:26 UTC
           "
Propeller Selection - Choosing a more efficient propeller+nozzle for the ROV,https://forum.openrov.com/t/propeller-selection-choosing-a-more-efficient-propeller-nozzle-for-the-rov/439,10,2.2k,"
             2013-05-23 03:42:54 UTC
           "
Laser Cutting the Acrylic Sheets - Size of Cutter Question,https://forum.openrov.com/t/laser-cutting-the-acrylic-sheets-size-of-cutter-question/490,2,299,"
             2013-07-07 01:50:49 UTC
           "
Water proofing of LED Lights,https://forum.openrov.com/t/water-proofing-of-led-lights/481,6,837,"
             2013-06-28 11:08:58 UTC
           "
BeagleBone not working?,https://forum.openrov.com/t/beaglebone-not-working/491,9,1.1k,"
             2013-07-07 19:23:18 UTC
           "
Frame change,https://forum.openrov.com/t/frame-change/486,2,466,"
             2013-07-04 01:29:09 UTC
           "
Topside Adapter Case Laser cutter file,https://forum.openrov.com/t/topside-adapter-case-laser-cutter-file/489,4,284,"
             2013-07-05 09:51:29 UTC
           "
Iêve made a BIG misstake,https://forum.openrov.com/t/ive-made-a-big-misstake/484,4,629,"
             2013-07-01 18:48:32 UTC
           "
Configure the ECS/Motor Zero Point?,https://forum.openrov.com/t/configure-the-ecs-motor-zero-point/485,2,300,"
             2013-07-03 15:22:08 UTC
           "
Ballasts Needed,https://forum.openrov.com/t/ballasts-needed/478,6,1.1k,"
             2013-06-26 04:51:55 UTC
           "
Workaround for the 5 minute timeouts,https://forum.openrov.com/t/workaround-for-the-5-minute-timeouts/421,20,870,"
             2013-05-07 05:32:56 UTC
           "
BeagleBone does not appear on my routerês –DHCP client table”,https://forum.openrov.com/t/beaglebone-does-not-appear-on-my-routers-dhcp-client-table/420,37,1.4k,"
             2013-05-06 15:50:52 UTC
           "
Prep for expansion?,https://forum.openrov.com/t/prep-for-expansion/482,2,290,"
             2013-06-30 20:25:04 UTC
           "
Power supply for Beaglebone,https://forum.openrov.com/t/power-supply-for-beaglebone/474,7,984,"
             2013-06-22 19:35:25 UTC
           "
3D Printed Battery Tube Cap Puller,https://forum.openrov.com/t/3d-printed-battery-tube-cap-puller/454,5,526,"
             2013-06-02 20:02:01 UTC
           "
How do you charge your batteries?,https://forum.openrov.com/t/how-do-you-charge-your-batteries/477,2,222,"
             2013-06-24 19:37:31 UTC
           "
Unable to find Beaglebone to update,https://forum.openrov.com/t/unable-to-find-beaglebone-to-update/473,3,371,"
             2013-06-21 22:23:52 UTC
           "
A revised camera tilt mechanism,https://forum.openrov.com/t/a-revised-camera-tilt-mechanism/452,21,2.1k,"
             2013-06-02 05:10:50 UTC
           "
Kit arrived / main Body has Crack,https://forum.openrov.com/t/kit-arrived-main-body-has-crack/472,1,295,"
             2013-06-19 13:23:59 UTC
           "
BeagleBone update failure,https://forum.openrov.com/t/beaglebone-update-failure/470,0,201,"
             2013-06-19 01:24:31 UTC
           "
How do i reverse the motors and get the servo to work properly?,https://forum.openrov.com/t/how-do-i-reverse-the-motors-and-get-the-servo-to-work-properly/437,6,637,"
             2013-05-22 06:47:21 UTC
           "
Assembling and sealing up the OpenROV,https://forum.openrov.com/t/assembling-and-sealing-up-the-openrov/468,5,517,"
             2013-06-15 13:45:18 UTC
           "
Batteries,https://forum.openrov.com/t/batteries/467,0,195,"
             2013-06-09 23:20:16 UTC
           "
Epoxy and Acrylic cement materials?,https://forum.openrov.com/t/epoxy-and-acrylic-cement-materials/459,1,308,"
             2013-06-05 03:36:53 UTC
           "
Beaglebone not connecting to router or getting IP address,https://forum.openrov.com/t/beaglebone-not-connecting-to-router-or-getting-ip-address/440,2,1.4k,"
             2013-05-24 00:29:34 UTC
           "
Open ROV anatomy,https://forum.openrov.com/t/open-rov-anatomy/447,2,324,"
             2013-05-29 21:55:55 UTC
           "
Electrical housing change,https://forum.openrov.com/t/electrical-housing-change/456,0,312,"
             2013-06-03 16:06:04 UTC
           "
No streaming,https://forum.openrov.com/t/no-streaming/453,1,223,"
             2013-06-02 08:15:17 UTC
           "
Battery tube clip holder for OpenROV,https://forum.openrov.com/t/battery-tube-clip-holder-for-openrov/451,1,524,"
             2013-06-01 18:40:36 UTC
           "
Bill of Materials battery tube discrepency,https://forum.openrov.com/t/bill-of-materials-battery-tube-discrepency/448,5,234,"
             2013-05-29 22:39:24 UTC
           "
3D Printer ROV External Power Adapter,https://forum.openrov.com/t/3d-printer-rov-external-power-adapter/442,1,775,"
             2013-05-26 20:02:00 UTC
           "
OpenHubble,https://forum.openrov.com/t/openhubble/446,0,198,"
             2013-05-29 05:28:57 UTC
           "
Robotic Arm,https://forum.openrov.com/t/robotic-arm/86,29,4.4k,"
             2012-07-03 17:51:16 UTC
           "
Prop / Thruster Adapter Bushing v2.4,https://forum.openrov.com/t/prop-thruster-adapter-bushing-v2-4/428,3,322,"
             2013-05-13 18:33:31 UTC
           "
Wiring the two LED lights together,https://forum.openrov.com/t/wiring-the-two-led-lights-together/434,2,519,"
             2013-05-15 16:37:38 UTC
           "
How to configure the internal electronics,https://forum.openrov.com/t/how-to-configure-the-internal-electronics/432,1,479,"
             2013-05-14 22:30:16 UTC
           "
Add-on,https://forum.openrov.com/t/add-on/431,4,368,"
             2013-05-14 16:22:47 UTC
           "
Direction on the servo,https://forum.openrov.com/t/direction-on-the-servo/430,3,347,"
             2013-05-14 03:08:19 UTC
           "
ESC alternative,https://forum.openrov.com/t/esc-alternative/105,2,483,"
             2012-07-17 10:06:25 UTC
           "
Motor snap rings - save / re-use?,https://forum.openrov.com/t/motor-snap-rings-save-re-use/426,6,283,"
             2013-05-10 22:53:21 UTC
           "
V2.4: Tether connector,https://forum.openrov.com/t/v2-4-tether-connector/423,3,204,"
             2013-05-08 06:15:35 UTC
           "
Laser files for chassis v2.4,https://forum.openrov.com/t/laser-files-for-chassis-v2-4/416,8,350,"
             2013-05-03 16:12:54 UTC
           "
BeagleBone does not appear on my routerês –DHCP client table”,https://forum.openrov.com/t/beaglebone-does-not-appear-on-my-routers-dhcp-client-table/417,1,347,"
             2013-05-05 15:59:10 UTC
           "
Internet underwater,https://forum.openrov.com/t/internet-underwater/415,0,208,"
             2013-05-03 06:48:26 UTC
           "
Which props to use?,https://forum.openrov.com/t/which-props-to-use/413,2,359,"
             2013-05-01 12:46:07 UTC
           "
Losing power in water,https://forum.openrov.com/t/losing-power-in-water/410,2,266,"
             2013-04-30 10:20:08 UTC
           "
Ballast / Buoyancy Compensation,https://forum.openrov.com/t/ballast-buoyancy-compensation/290,5,2.5k,"
             2013-02-04 20:12:36 UTC
           "
At UK Maker Faire needing some help to get up and running,https://forum.openrov.com/t/at-uk-maker-faire-needing-some-help-to-get-up-and-running/405,4,312,"
             2013-04-27 00:53:22 UTC
           "
Operating system,https://forum.openrov.com/t/operating-system/406,1,287,"
             2013-04-27 12:24:56 UTC
           "
Trouble loading code into cape bd,https://forum.openrov.com/t/trouble-loading-code-into-cape-bd/258,21,1.1k,"
             2013-01-13 01:23:08 UTC
           "
Problems Running the Lights and Servo,https://forum.openrov.com/t/problems-running-the-lights-and-servo/403,3,322,"
             2013-04-26 03:42:20 UTC
           "
Rov design,https://forum.openrov.com/t/rov-design/404,0,331,"
             2013-04-26 18:39:06 UTC
           "
Length of stainless cross bars?,https://forum.openrov.com/t/length-of-stainless-cross-bars/399,0,180,"
             2013-04-22 19:02:41 UTC
           "
Updated BOM,https://forum.openrov.com/t/updated-bom/394,2,380,"
             2013-04-19 08:28:00 UTC
           "
Cape powers off when the propeller motors are started,https://forum.openrov.com/t/cape-powers-off-when-the-propeller-motors-are-started/390,3,370,"
             2013-04-18 00:13:06 UTC
           "
OpenROV kit - when will I receive mine? (ordered on Dec 2012),https://forum.openrov.com/t/openrov-kit-when-will-i-receive-mine-ordered-on-dec-2012/392,1,250,"
             2013-04-18 16:51:51 UTC
           "
What length are the M2 screws,https://forum.openrov.com/t/what-length-are-the-m2-screws/356,3,297,"
             2013-03-14 22:50:25 UTC
           "
Ethernet Connection drops intermittently,https://forum.openrov.com/t/ethernet-connection-drops-intermittently/388,5,575,"
             2013-04-15 16:25:05 UTC
           "
"Thoughts on MinIMU-9 v2 Gyro, Accelerometer, and Compass (L3GD20 and LSM303DLHC Carrier) sensor package",https://forum.openrov.com/t/thoughts-on-minimu-9-v2-gyro-accelerometer-and-compass-l3gd20-and-lsm303dlhc-carrier-sensor-package/386,1,590,"
             2013-04-13 20:05:21 UTC
           "
Molex connectors,https://forum.openrov.com/t/molex-connectors/383,5,401,"
             2013-04-12 15:18:03 UTC
           "
OpenROV Kit Available,https://forum.openrov.com/t/openrov-kit-available/375,1,294,"
             2013-04-04 18:19:40 UTC
           "
Build Day notes 4/6/2013,https://forum.openrov.com/t/build-day-notes-4-6-2013/377,0,363,"
             2013-04-07 03:45:25 UTC
           "
"Design for a Thruster pod, V1.0",https://forum.openrov.com/t/design-for-a-thruster-pod-v1-0/267,37,4.4k,"
             2013-01-22 03:05:00 UTC
           "
A short circuit after some successful testing,https://forum.openrov.com/t/a-short-circuit-after-some-successful-testing/367,14,611,"
             2013-03-22 05:17:00 UTC
           "
1st Post -A Thank You on my RPi Project,https://forum.openrov.com/t/1st-post-a-thank-you-on-my-rpi-project/374,4,359,"
             2013-04-03 20:17:04 UTC
           "
Hubs needed,https://forum.openrov.com/t/hubs-needed/371,0,232,"
             2013-03-30 10:07:45 UTC
           "
Thickness of acrylic used in the body,https://forum.openrov.com/t/thickness-of-acrylic-used-in-the-body/370,2,346,"
             2013-03-28 12:45:30 UTC
           "
Help need to understand why I smoked a Motor,https://forum.openrov.com/t/help-need-to-understand-why-i-smoked-a-motor/365,9,335,"
             2013-03-20 20:11:10 UTC
           "
VPRII-like Builds?,https://forum.openrov.com/t/vprii-like-builds/363,1,259,"
             2013-03-19 02:24:42 UTC
           "
O-rings silicone or nitrile rubber,https://forum.openrov.com/t/o-rings-silicone-or-nitrile-rubber/350,1,409,"
             2013-03-13 09:39:04 UTC
           "
How best to get started,https://forum.openrov.com/t/how-best-to-get-started/312,20,855,"
             2013-02-16 21:21:12 UTC
           "
Notes and Comments from the 9 March Build Day,https://forum.openrov.com/t/notes-and-comments-from-the-9-march-build-day/345,4,353,"
             2013-03-10 20:10:58 UTC
           "
A different configuration for Alkaline battery packs,https://forum.openrov.com/t/a-different-configuration-for-alkaline-battery-packs/342,4,986,"
             2013-03-08 04:36:21 UTC
           "
Ping ball holder,https://forum.openrov.com/t/ping-ball-holder/341,1,343,"
             2013-03-07 15:23:17 UTC
           "
Camera Upgrade Options,https://forum.openrov.com/t/camera-upgrade-options/335,1,547,"
             2013-03-04 23:31:23 UTC
           "
"Hydrodynamics: propeller diameter, rotor blade pitch, Rice nozzles, and matching a motor to all of –that”",https://forum.openrov.com/t/hydrodynamics-propeller-diameter-rotor-blade-pitch-rice-nozzles-and-matching-a-motor-to-all-of-that/288,15,1.5k,"
             2013-02-03 03:57:00 UTC
           "
Are others having issues with transient signals causing motors and servo to pulse?,https://forum.openrov.com/t/are-others-having-issues-with-transient-signals-causing-motors-and-servo-to-pulse/330,2,150,"
             2013-02-24 17:58:17 UTC
           "
Testing 800KV BLDC motor,https://forum.openrov.com/t/testing-800kv-bldc-motor/334,0,289,"
             2013-03-03 08:40:03 UTC
           "
Way to limit current and use xbox joystick controller full range,https://forum.openrov.com/t/way-to-limit-current-and-use-xbox-joystick-controller-full-range/320,7,441,"
             2013-02-18 21:52:05 UTC
           "
Kit Tip: Calibrating the ESCs,https://forum.openrov.com/t/kit-tip-calibrating-the-escs/329,0,253,"
             2013-02-24 06:40:34 UTC
           "
Motor wire awg,https://forum.openrov.com/t/motor-wire-awg/328,2,311,"
             2013-02-23 21:15:15 UTC
           "
Laser Cut in Europe,https://forum.openrov.com/t/laser-cut-in-europe/230,1,333,"
             2012-12-06 10:26:33 UTC
           "
Anybody got an extra piece of cast acrylic tubing? (4inchOD),https://forum.openrov.com/t/anybody-got-an-extra-piece-of-cast-acrylic-tubing-4inchod/327,1,302,"
             2013-02-22 15:17:54 UTC
           "
Programming ESCs,https://forum.openrov.com/t/programming-escs/321,13,523,"
             2013-02-19 04:18:03 UTC
           "
Syringes 309628 Available,https://forum.openrov.com/t/syringes-309628-available/325,0,420,"
             2013-02-20 23:02:19 UTC
           "
Forum category for events?,https://forum.openrov.com/t/forum-category-for-events/322,2,279,"
             2013-02-19 18:27:40 UTC
           "
New Crowndfunding for ROV,https://forum.openrov.com/t/new-crowndfunding-for-rov/311,2,329,"
             2013-02-15 23:50:51 UTC
           "
Sourcing the M2 screws and nuts @ U.S. retailer,https://forum.openrov.com/t/sourcing-the-m2-screws-and-nuts-u-s-retailer/319,2,255,"
             2013-02-18 17:50:05 UTC
           "
Serial numbers,https://forum.openrov.com/t/serial-numbers/317,3,377,"
             2013-02-18 09:28:42 UTC
           "
How many AMPS are needed to drive electronics + Motor,https://forum.openrov.com/t/how-many-amps-are-needed-to-drive-electronics-motor/285,7,725,"
             2013-02-02 00:29:47 UTC
           "
Benelux area meeting in march,https://forum.openrov.com/t/benelux-area-meeting-in-march/307,0,262,"
             2013-02-14 09:23:26 UTC
           "
Body only kit,https://forum.openrov.com/t/body-only-kit/306,0,336,"
             2013-02-14 04:53:28 UTC
           "
Looking for a demo OpenROV,https://forum.openrov.com/t/looking-for-a-demo-openrov/301,3,417,"
             2013-02-11 11:19:01 UTC
           "
Parts for sale,https://forum.openrov.com/t/parts-for-sale/205,2,502,"
             2012-11-07 18:54:58 UTC
           "
"OpenROV & the RC Submarine, crossover of technology",https://forum.openrov.com/t/openrov-the-rc-submarine-crossover-of-technology/299,2,662,"
             2013-02-10 17:02:11 UTC
           "
Alternative propulsion units,https://forum.openrov.com/t/alternative-propulsion-units/300,0,282,"
             2013-02-11 11:11:18 UTC
           "
How to decide the underwater lens for the camera?,https://forum.openrov.com/t/how-to-decide-the-underwater-lens-for-the-camera/298,1,287,"
             2013-02-10 08:37:16 UTC
           "
Battery pods,https://forum.openrov.com/t/battery-pods/289,2,330,"
             2013-02-04 19:59:15 UTC
           "
Getting neutral and a prop,https://forum.openrov.com/t/getting-neutral-and-a-prop/280,10,835,"
             2013-01-31 03:29:57 UTC
           "
OpenROV Simulator,https://forum.openrov.com/t/openrov-simulator/271,3,469,"
             2013-01-24 21:55:37 UTC
           "
It may be ugly,https://forum.openrov.com/t/it-may-be-ugly/283,5,345,"
             2013-02-01 01:50:44 UTC
           "
Trying to make unit lighter,https://forum.openrov.com/t/trying-to-make-unit-lighter/281,2,275,"
             2013-01-31 03:56:10 UTC
           "
Software needed,https://forum.openrov.com/t/software-needed/106,4,634,"
             2012-07-17 15:26:39 UTC
           "
Initial connection to the laptop,https://forum.openrov.com/t/initial-connection-to-the-laptop/273,13,1.3k,"
             2013-01-27 02:31:57 UTC
           "
ETS balun placement,https://forum.openrov.com/t/ets-balun-placement/272,2,349,"
             2013-01-26 11:37:29 UTC
           "
Notes from 1/19/13 Build Day,https://forum.openrov.com/t/notes-from-1-19-13-build-day/266,6,397,"
             2013-01-20 00:20:02 UTC
           "
Where to Buy Tether,https://forum.openrov.com/t/where-to-buy-tether/261,4,425,"
             2013-01-16 18:59:33 UTC
           "
Is there a post somewhere that covers wiring up the final cape in the kit?,https://forum.openrov.com/t/is-there-a-post-somewhere-that-covers-wiring-up-the-final-cape-in-the-kit/242,9,156,"
             2012-12-25 19:01:10 UTC
           "
Warning: End cap assembly,https://forum.openrov.com/t/warning-end-cap-assembly/262,0,237,"
             2013-01-18 06:59:25 UTC
           "
Observation of running ROV on bench,https://forum.openrov.com/t/observation-of-running-rov-on-bench/260,0,193,"
             2013-01-16 16:55:07 UTC
           "
Beaglebone cape seems to not function,https://forum.openrov.com/t/beaglebone-cape-seems-to-not-function/247,14,1.3k,"
             2012-12-29 17:20:00 UTC
           "
Alternative to Hysol E-90FL ? 3M DP460,https://forum.openrov.com/t/alternative-to-hysol-e-90fl-3m-dp460/256,0,294,"
             2013-01-07 17:04:21 UTC
           "
I want to try using this for drown victum recovery,https://forum.openrov.com/t/i-want-to-try-using-this-for-drown-victum-recovery/254,1,229,"
             2013-01-05 05:10:47 UTC
           "
Happy New Year everyone!,https://forum.openrov.com/t/happy-new-year-everyone/250,1,259,"
             2012-12-31 23:43:08 UTC
           "
